date,time,millis,ax,ay,az,rollrate,pitchrate,yawrate,roll,pitch,yaw,speed,course,latitude,longitude,altitude,pdop,hdop,vdop,epe,fix,satellites_view,satellites_used,temp
260314,123826200,1395837506019.5579,1.2453,-0.451,-9.9433,-0.2782,2.0173,0.2782,1.8145,7.5006,-29.1755,5.33,56.91,51.039573,13.792525,111.64,2.54,2.35,0.96,4.36,3,7,5,43.6
260314,123826200,1395837506032.803,1.363,-0.8335,-9.5412,-0.6956,1.4608,0.4173,2.5528,7.177,-29.6139,6.18,56.87,51.039573,13.792525,111.64,2.54,2.35,0.96,4.36,3,7,5,43.6
260314,123826300,1395837506050.75,1.8827,-0.8335,-10.2277,-0.8347,-0.4869,0.5565,3.0624,9.0832,-30.3341,6.18,56.87,51.039573,13.792525,111.64,2.54,2.35,0.96,4.36,3,7,5,43.6
260314,123826300,1395837506070.106,2.8045,-1.1473,-9.3059,-0.2782,3.5478,0.5565,3.105,10.1972,-30.8641,6.18,56.87,51.039573,13.792525,111.64,2.54,2.35,0.96,4.36,3,7,5,43.6
260314,123826300,1395837506090.127,2.4417,-0.9904,-9.2176,-0.8347,-0.8347,0.6956,3.7751,11.7118,-31.4455,6.18,56.87,51.039573,13.792525,111.64,2.54,2.35,0.96,4.36,3,7,5,43.6
260314,123826300,1395837506119.6,2.0396,-0.4804,-10.6984,-1.0434,-2.0869,0.5565,3.0365,11.603,-32.1108,6.18,56.87,51.039578,13.792528,111.66,2.54,2.35,0.96,4.35,3,7,5,43.6
260314,123826300,1395837506132.7878,2.5887,-0.4216,-8.9823,-0.6956,2.9217,0.1391,3.0047,11.606,-32.3565,7.03,52.87,51.039578,13.792528,111.66,2.54,2.35,0.96,4.35,3,7,5,43.6
260314,123826400,1395837506150.75,2.8241,-0.706,-9.0117,-1.1826,-2.5739,-0.1391,3.1959,11.5437,-32.7481,7.03,52.87,51.039578,13.792528,111.66,2.54,2.35,0.96,4.35,3,7,5,43.6
260314,123826400,1395837506170.114,2.6378,-0.4903,-10.1296,-1.6,-1.2521,0.2086,4.0037,12.1127,-33.0361,7.03,52.87,51.039578,13.792528,111.66,2.54,2.35,0.96,4.35,3,7,5,43.6
260314,123826400,1395837506190.418,2.5299,-0.6177,-8.8254,-1.9478,3.0608,-0.1391,3.8542,12.0496,-33.4733,7.03,52.87,51.039578,13.792528,111.66,2.54,2.35,0.96,4.35,3,7,5,43.6
260314,123826400,1395837506219.645,2.2063,-0.5491,-8.796,-1.8782,-2.1565,0.1391,3.6944,11.9021,-33.7632,7.03,52.87,51.03958,13.792531,111.69,2.78,2.6,0.99,4.35,3,7,5,43.6
260314,123826400,1395837506239.784,0.4412,-0.755,-10.8847,-1.6,-5.4956,0.5565,3.4793,11.3558,-34.0085,7.34,51.43,51.03958,13.792531,111.69,2.78,2.6,0.99,4.35,3,6,4,43.6
260314,123826500,1395837506260.5232,1.108,-0.7256,-9.7374,-1.4608,0.5565,0.7652,3.2227,11.1665,-34.0353,7.34,51.43,51.03958,13.792531,111.69,2.78,2.6,0.99,4.35,3,6,4,43.6
260314,123826500,1395837506272.626,2.4319,-0.5393,-8.7175,-1.4608,-4.5913,0.6956,3.166,11.8876,-34.0387,7.34,51.43,51.03958,13.792531,111.69,2.78,2.6,0.99,4.35,3,6,4,43.6
260314,123826500,1395837506290.517,2.4613,-0.2843,-10.2865,-1.3913,-8.4173,0.8347,2.9355,11.7014,-34.2219,7.34,51.43,51.03958,13.792531,111.69,2.78,2.6,0.99,4.35,3,6,4,43.6
260314,123826500,1395837506319.647,1.6964,-0.049,-9.7962,-1.8086,-0.2782,0.5565,2.765,10.742,-34.2647,7.34,51.43,51.039586,13.792535,111.7,2.78,2.6,0.99,4.34,3,6,4,43.6
260314,123826500,1395837506339.467,2.9222,-0.5687,-8.1292,-1.6695,1.3217,0.3478,3.6435,11.5637,-34.1477,8.56,45.03,51.039586,13.792535,111.7,2.78,2.6,0.99,4.34,3,6,4,43.6
260314,123826600,1395837506360.5608,2.3044,-0.5981,-9.5216,-2.1565,-5.8434,0.2782,4.0839,11.5583,-34.3879,8.56,45.03,51.039586,13.792535,111.7,2.78,2.6,0.99,4.34,3,6,4,43.6
260314,123826600,1395837506372.6348,0.5491,-0.5785,-10.9141,-2.1565,-5.0782,0.626,3.8751,11.5762,-34.8032,8.56,45.03,51.039586,13.792535,111.7,2.78,2.6,0.99,4.34,3,6,4,43.6
260314,123826600,1395837506390.1729,2.8731,-0.5589,-9.855,-1.8782,-0.5565,0.626,3.7319,10.9356,-34.7888,8.56,45.03,51.039586,13.792535,111.7,2.78,2.6,0.99,4.34,3,6,4,43.6
260314,123826600,1395837506419.552,1.9219,-0.6962,-8.9136,-1.8782,-1.1826,0.5565,4.0429,11.1684,-34.713,8.56,45.03,51.039593,13.792539,111.71,2.54,2.35,0.96,4.32,3,6,4,43.6
260314,123826600,1395837506433.034,0.9904,-0.3726,-9.6883,-2.0869,-1.6,0.6956,4.1119,10.9859,-34.7087,11.0,39.85,51.039593,13.792539,111.71,2.54,2.35,0.96,4.32,3,7,5,43.6
260314,123826700,1395837506450.784,1.6768,-1.3826,-9.5805,-1.5304,-1.8782,0.7652,3.9405,10.3598,-34.6114,11.0,39.85,51.039593,13.792539,111.71,2.54,2.35,0.96,4.32,3,7,5,43.6
260314,123826700,1395837506470.215,1.363,-0.7942,-8.6881,-1.8086,-4.313,0.8347,3.3402,11.825,-34.6772,11.0,39.85,51.039593,13.792539,111.71,2.54,2.35,0.96,4.32,3,7,5,43.6
260314,123826700,1395837506490.215,2.3632,-0.2255,-10.5807,-1.9478,-6.3304,0.4173,3.1578,10.8749,-34.4664,11.0,39.85,51.039593,13.792539,111.71,2.54,2.35,0.96,4.32,3,7,5,43.6
260314,123826700,1395837506519.6062,1.0198,-0.8433,-10.4042,-1.4608,-0.9043,0.7652,3.4297,9.2916,-34.1819,11.0,39.85,51.039601,13.792547,111.72,2.78,2.6,0.99,4.3,3,7,5,43.59
260314,123826700,1395837506532.862,2.8829,-0.2059,-9.0215,-1.6695,-2.6434,0.626,3.5919,9.7961,-33.7994,15.35,41.4099,51.039601,13.792547,111.72,2.78,2.6,0.99,4.3,3,6,4,43.59
260314,123826800,1395837506550.789,0.9413,-0.1274,-10.463,-1.4608,-5.0782,1.113,3.5675,9.1354,-33.9638,15.35,41.4099,51.039601,13.792547,111.72,2.78,2.6,0.99,4.3,3,6,4,43.59
260314,123826800,1395837506570.116,1.3826,-0.6766,-9.6785,-0.4173,0.2086,1.5304,3.5524,8.6198,-33.9263,15.35,41.4099,51.039601,13.792547,111.72,2.78,2.6,0.99,4.3,3,6,4,43.59
260314,123826800,1395837506590.191,1.5003,-1.0688,-9.0509,-0.2086,-3.6173,1.8782,3.7362,8.4566,-33.8579,15.35,41.4099,51.039601,13.792547,111.72,2.78,2.6,0.99,4.3,3,6,4,43.59
260314,123826800,1395837506619.6238,1.5493,-1.0884,-9.502,-0.9043,-4.8695,1.8086,3.8599,8.2923,-33.7985,15.35,41.4099,51.039607,13.792552,111.74,2.78,2.6,0.99,4.29,3,6,4,43.59
260314,123826800,1395837506632.7769,0.8629,-1.2257,-9.149,-0.8347,-2.226,2.0869,3.9751,7.9666,-33.6905,16.69,38.43,51.039607,13.792552,111.74,2.78,2.6,0.99,4.29,3,6,4,43.59
260314,123826900,1395837506650.872,0.6079,-0.6962,-8.9823,-0.9043,-5.9826,2.0869,4.0611,7.7472,-33.5715,16.69,38.43,51.039607,13.792552,111.74,2.78,2.6,0.99,4.29,3,6,4,43.59
260314,123826900,1395837506670.1309,1.7847,-0.049,-9.3059,-1.3913,-1.6,1.5304,4.1071,7.4799,-33.4605,16.69,38.43,51.039607,13.792552,111.74,2.78,2.6,0.99,4.29,3,6,4,43.59
260314,123826900,1395837506690.1292,0.7158,-1.6081,-8.7273,-0.8347,-1.4608,1.9478,4.208,7.196,-33.3738,16.69,38.43,51.039607,13.792552,111.74,2.78,2.6,0.99,4.29,3,6,4,43.59
260314,123826900,1395837506719.6282,0.2941,-0.1274,-8.8058,-1.6,-3.826,2.0173,4.2248,6.9302,-33.3057,16.69,38.43,51.039612,13.792556,111.78,2.54,2.35,0.96,4.28,3,6,4,43.59
260314,123826900,1395837506732.816,-0.5197,-0.2353,-9.0509,-1.7391,-1.0434,1.4608,4.3096,6.5836,-33.2351,17.5,37.94,51.039612,13.792556,111.78,2.54,2.35,0.96,4.28,3,7,5,43.59
260314,123827000,1395837506750.815,1.059,-1.2551,-9.0607,-1.2521,1.6,1.3913,4.3269,6.2289,-33.1696,17.5,37.94,51.039612,13.792556,111.78,2.54,2.35,0.96,4.28,3,7,5,43.59
260314,123827000,1395837506770.191,0.0882,-0.804,-9.3059,-2.4347,-3.4086,1.1826,4.3908,5.85,-33.0648,17.5,37.94,51.039612,13.792556,111.78,2.54,2.35,0.96,4.28,3,7,5,43.59
260314,123827000,1395837506790.2,-1.8925,-0.6962,-9.7668,-2.7826,-2.3652,1.3217,4.45,5.5267,-32.9523,17.5,37.94,51.039612,13.792556,111.78,2.54,2.35,0.96,4.28,3,7,5,43.59
260314,123827000,1395837506819.586,-2.6672,-1.3042,-10.5611,-2.2956,-1.113,1.3913,4.4266,5.1504,-32.8687,17.5,37.94,51.039617,13.79256,111.82,2.54,2.35,0.96,4.27,3,7,5,43.59
260314,123827000,1395837506832.908,-1.8043,-1.2453,-10.6395,-2.5739,-7.1652,1.4608,4.4397,4.8438,-32.7832,18.09,37.13,51.039617,13.79256,111.82,2.54,2.35,0.96,4.27,3,7,5,43.59
260314,123827100,1395837506851.1838,-2.7358,-0.6177,-12.5811,-2.4347,-7.7217,1.8086,4.4071,4.5506,-32.7116,18.09,37.13,51.039617,13.79256,111.82,2.54,2.35,0.96,4.27,3,7,5,43.59
260314,123827100,1395837506870.283,-1.6179,-0.9511,-10.0904,-2.8521,-4.1043,1.8782,4.4146,4.3703,-32.6315,18.09,37.13,51.039617,13.79256,111.82,2.54,2.35,0.96,4.27,3,7,5,43.59
260314,123827100,1395837506890.172,-1.971,-1.412,-10.9925,-2.5043,-7.1652,2.0173,4.3597,4.1272,-32.5243,18.09,37.13,51.039617,13.79256,111.82,2.54,2.35,0.96,4.27,3,7,5,43.59
260314,123827100,1395837506919.6191,0.5981,-0.0686,-10.4826,-2.1565,-7.513,1.6695,4.3235,4.1172,-32.4254,18.09,37.13,51.03962,13.792564,111.87,4.72,3.1,3.56,4.26,3,7,5,43.59
260314,123827100,1395837506932.7942,1.1865,-0.6962,-9.6687,-2.5043,-1.6695,1.6695,4.3526,4.0149,-32.2742,18.5799,36.78,51.03962,13.792564,111.87,4.72,3.1,3.56,4.26,3,7,5,43.59
260314,123827200,1395837506951.2278,3.0692,-0.6177,-8.9431,-2.226,-2.226,1.3217,4.4331,3.9926,-32.1458,18.5799,36.78,51.03962,13.792564,111.87,4.72,3.1,3.56,4.26,3,7,5,43.59
260314,123827200,1395837506970.208,1.0982,-0.4608,-9.6295,-2.713,-1.2521,1.6,4.4646,3.8139,-32.0632,18.5799,36.78,51.03962,13.792564,111.87,4.72,3.1,3.56,4.26,3,7,5,43.59
260314,123827200,1395837506991.103,-1.3336,-0.2647,-9.2176,-1.6695,1.0434,1.7391,4.3288,3.6976,-32.0161,18.5799,36.78,51.03962,13.792564,111.87,4.72,3.1,3.56,4.26,3,7,5,43.59
260314,123827200,1395837507019.604,-1.5003,-0.6864,-10.1198,-0.9739,-1.6695,1.8086,4.2132,3.6438,-31.9673,18.5799,36.78,51.039625,13.792568,111.92,4.71,3.09,3.56,4.25,3,7,5,43.59
260314,123827200,1395837507039.4238,-2.2455,-0.3922,-10.8552,-1.3913,-4.8,2.226,4.1777,3.6371,-31.8894,19.25,35.6,51.039625,13.792568,111.92,4.71,3.09,3.56,4.25,3,7,5,43.59
260314,123827300,1395837507060.5781,0.8433,-0.353,-10.5022,-1.6,-4.4521,1.8782,4.1472,3.6788,-31.8027,19.25,35.6,51.039625,13.792568,111.92,4.71,3.09,3.56,4.25,3,7,5,43.59
260314,123827300,1395837507072.68,1.4022,-0.4216,-9.8746,-1.6,-2.713,1.7391,4.1128,3.654,-31.7214,19.25,35.6,51.039625,13.792568,111.92,4.71,3.09,3.56,4.25,3,7,5,43.59
260314,123827300,1395837507091.12,1.6768,-0.4804,-9.0804,-1.9478,-2.0869,1.3913,4.1712,3.61,-31.6385,19.25,35.6,51.039625,13.792568,111.92,4.71,3.09,3.56,4.25,3,7,5,43.59
260314,123827300,1395837507119.8672,1.1767,-1.3434,-9.2372,-1.6,0.2086,1.6,4.2078,3.5296,-31.584,19.25,35.6,51.039633,13.792572,111.96,4.72,3.1,3.56,4.22,3,7,5,43.59
260314,123827300,1395837507139.384,-0.2353,-0.5295,-10.2375,-1.7391,0.0695,1.3913,4.1118,3.4077,-31.5511,20.48,33.11,51.039633,13.792572,111.96,4.72,3.1,3.56,4.22,3,7,5,43.59
260314,123827400,1395837507151.839,-0.0686,-0.8531,-9.2765,-1.8086,1.113,0.9739,4.1064,3.3816,-31.5149,20.48,33.11,51.039633,13.792572,111.96,4.72,3.1,3.56,4.22,3,7,5,43.59
260314,123827400,1395837507171.093,-2.4613,-1.0198,-11.1298,-1.8086,-1.113,1.2521,4.1071,3.1925,-31.53,20.48,33.11,51.039633,13.792572,111.96,4.72,3.1,3.56,4.22,3,7,5,43.59
260314,123827400,1395837507190.1619,-1.412,-0.9806,-10.4434,-1.6,-3.3391,1.4608,4.1927,3.0026,-31.4472,20.48,33.11,51.039633,13.792572,111.96,4.72,3.1,3.56,4.22,3,7,5,43.59
260314,123827400,1395837507214.685,-0.3137,-1.1375,-11.022,-2.226,-7.513,1.3217,4.145,2.907,-31.4007,20.48,33.11,51.039638,13.792577,111.98,2.54,2.35,0.96,4.21,3,7,5,43.59
260314,123827400,1395837507230.129,0.4608,-0.6373,-10.4826,-2.5739,-7.0956,0.8347,4.0173,2.9323,-31.357,21.25,32.9099,51.039638,13.792577,111.98,2.54,2.35,0.96,4.21,3,7,5,43.59
260314,123827500,1395837507251.523,2.6378,0.0588,-9.4922,-2.4347,-2.3652,0.1391,3.9571,3.262,-31.3283,21.25,32.9099,51.039638,13.792577,111.98,2.54,2.35,0.96,4.21,3,7,5,43.59
260314,123827500,1395837507270.193,1.7552,-0.7942,-8.5606,-2.0173,-2.1565,0.3478,3.7365,3.1823,-31.2697,21.25,32.9099,51.039638,13.792577,111.98,2.54,2.35,0.96,4.21,3,7,5,43.59
260314,123827500,1395837507290.323,0.3922,-0.3922,-10.1296,-2.0869,-2.1565,0.3478,3.3951,2.4098,-31.0886,21.25,32.9099,51.039638,13.792577,111.98,2.54,2.35,0.96,4.21,3,7,5,43.59
260314,123827500,1395837507319.268,1.7062,-1.0786,-9.3255,-1.9478,3.4086,0.1391,3.3701,2.2933,-31.0078,21.25,32.9099,51.039644,13.792581,112.03,4.72,3.1,3.56,4.2,3,7,5,43.59
260314,123827500,1395837507332.613,-0.6962,-0.3235,-9.1392,-2.0869,0.2086,0.5565,3.2142,1.9354,-30.9365,22.13,32.2,51.039644,13.792581,112.03,4.72,3.1,3.56,4.2,3,7,5,43.59
260314,123827600,1395837507358.805,-0.5295,-0.9904,-11.4142,-2.1565,-2.713,0.4869,3.1409,1.1455,-30.8523,22.13,32.2,51.039644,13.792581,112.03,4.72,3.1,3.56,4.2,3,7,5,43.59
260314,123827600,1395837507370.2778,-2.6378,-1.8239,-10.1296,-2.2956,-1.9478,0.9739,2.6806,0.6796,-30.6484,22.13,32.2,51.039644,13.792581,112.03,4.72,3.1,3.56,4.2,3,7,5,43.59
260314,123827600,1395837507390.085,-3.3046,0.049,-10.7474,-2.5739,-4.8,0.8347,2.8619,1.1388,-30.4748,22.13,32.2,51.039644,13.792581,112.03,4.72,3.1,3.56,4.2,3,7,5,43.59
260314,123827600,1395837507419.2961,-0.2647,-0.5001,-11.5711,-1.7391,-8.2086,0.626,2.8477,0.5558,-30.2927,22.13,32.2,51.03965,13.792586,112.08,2.54,2.35,0.96,4.19,3,7,5,43.59
260314,123827600,1395837507432.937,-1.9317,-1.2159,-10.9337,-2.0173,-7.7217,0.8347,2.8053,0.2696,-30.0913,22.95,32.02,51.03965,13.792586,112.08,2.54,2.35,0.96,4.19,3,7,5,43.59
260314,123827700,1395837507458.172,0.0,0.2549,-10.0021,-1.6695,-5.3565,0.5565,3.2828,0.4181,-29.8428,22.95,32.02,51.03965,13.792586,112.08,2.54,2.35,0.96,4.19,3,7,5,43.59
260314,123827700,1395837507471.121,1.363,0.1863,-10.7474,-1.113,-5.2173,0.3478,3.291,0.2177,-29.5424,22.95,32.02,51.03965,13.792586,112.08,2.54,2.35,0.96,4.19,3,7,5,43.59
260314,123827700,1395837507490.316,2.7456,-0.7942,-9.4432,-0.8347,-5.2173,0.2782,3.022,-0.2355,-29.2339,22.95,32.02,51.03965,13.792586,112.08,2.54,2.35,0.96,4.19,3,7,5,43.59
260314,123827700,1395837507520.9739,1.4022,-0.2353,-9.1392,-1.7391,-4.0347,0.2086,3.7639,0.0964,-29.0171,22.95,32.02,51.039655,13.79259,112.13,2.54,2.35,0.96,4.18,3,7,5,43.59
260314,123827700,1395837507539.4622,1.059,0.353,-8.8744,-2.226,-2.0869,-0.1391,3.5265,0.0434,-29.224,23.31,32.12,51.039655,13.79259,112.13,2.54,2.35,0.96,4.18,3,7,5,43.59
